"Product Name","Price","Category"
"Softcare Baby diapers Medium 42pcs","KSh 750.00","Beauty & Personal Care"
"Softcare Baby Diapers XL 36pcs","KSh 750.00","Beauty & Personal Care"
"Softcare Baby wipes 80pcs","KSh 180.00","Beauty & Personal Care"
"Softcare pads","KSh 100.00","Beauty & Personal Care"
"SoSoft Baby 2.5l","KSh 700.00","Beauty & Personal Care"
"SoSoft Luxury 5l","KSh 1,200.00","Beauty & Personal Care"
"SoSoft pure care 2.5l","KSh 700.00","Beauty & Personal Care"
"SoSoft Vanilla 2.5l","KSh 700.00","Beauty & Personal Care"
"Treseme Conditioner 600ml","KSh 800.00","Beauty & Personal Care"
"Treseme Shampoo 600ml","KSh 800.00","Beauty & Personal Care"
"Valon Jelly perfumed 250g","KSh 250.00","Beauty & Personal Care"
"Valon Jelly perfumed 500g","KSh 450.00","Beauty & Personal Care"
"Valon Jelly pure 250g","KSh 250.00","Beauty & Personal Care"
"Valon Jelly Pure 500g","KSh 450.00","Beauty & Personal Care"
"Valon lotion 400ml","KSh 350.00","Beauty & Personal Care"
"Vaseline men petroleum jelly 45g","KSh 100.00","Beauty & Personal Care"
"Vaseline men petroleum jelly 95g","KSh 150.00","Beauty & Personal Care"
"Vaseline Petroleum Jelly 100g","KSh 240.00","Beauty & Personal Care"
"Vaseline petroleum jelly 100g","KSh 130.00","Beauty & Personal Care"
"Vaseline petroleum jelly 50g","KSh 100.00","Beauty & Personal Care"
"Aqua clear water 500ml*12pc","KSh 500.00","Beverages"
"Aquamist water 18.5l","KSh 700.00","Beverages"
"Brookside Dairy best milk 500ml*12pc","KSh 800.00","Beverages"
"Brookside lala natural 500ml","KSh 120.00","Beverages"
"Brookside lala sweatened 500ml","KSh 120.00","Beverages"
"Daima milk 500ml*18pc","KSh 1,000.00","Beverages"
"Daima milk drink 250ml*6pcs","KSh 400.00","Beverages"
"Daima milk drink vanilla 500ml*12pc","KSh 1,200.00","Beverages"
"Dasani water 500ml*12pc","KSh 500.00","Beverages"
"Delemere yoghurt 250ml","KSh 100.00","Beverages"
"Delemere yoghurt 450ml","KSh 160.00","Beverages"
"Foster Clark juice 2.5ml","KSh 1,800.00","Beverages"
"Gx dishwashing Liquid 5l","KSh 600.00","Beverages"
"Kanz juice 2.5l","KSh 1,300.00","Beverages"
"Keringet 1l","KSh 130.00","Beverages"
"Lucozade 1l","KSh 240.00","Beverages"
"Pick n peel juice Apple 1l","KSh 240.00","Beverages"
"Pick n peel juice passion 1l","KSh 300.00","Beverages"
"Pick n peel juice red grape 1l","KSh 240.00","Beverages"
"Play 500ml","KSh 70.00","Beverages"
"Predator 500ml","KSh 70.00","Beverages"
"Ribena 1l","KSh 240.00","Beverages"
"Ribena concentrated juice 1l","KSh 700.00","Beverages"
"Soda 2l","KSh 200.00","Beverages"
"Soda 2l*6pcs","KSh 1,200.00","Beverages"
"Soda 350ml pc","KSh 50.00","Beverages"
"Soda 350ml*24pc","KSh 1,100.00","Beverages"
"Soda 500ml pc","KSh 70.00","Beverages"
"Soda 500ml*24pc","KSh 1,600.00","Beverages"
"Vimto juice 680ml","KSh 480.00","Beverages"
"American honey","KSh 1,200.00","Breakfast"
"Blue band 1kg","KSh 490.00","Breakfast"
"Blue band 250g","KSh 170.00","Breakfast"
"Blue band 500g","KSh 250.00","Breakfast"
"Cerelac 400g","KSh 900.00","Breakfast"
"Choco primo jar 200g","KSh 200.00","Breakfast"
"Chocolate Syrup 624ml","KSh 450.00","Breakfast"
"Cudbury Cocoa powder 200g","KSh 400.00","Breakfast"
"Cudbury drinking chocolate 450g","KSh 600.00","Breakfast"
"Drinking chocolate 225g","KSh 290.00","Breakfast"
"Eggs crate","KSh 500.00","Breakfast"
"Hilwa oats 1kg","KSh 350.00","Breakfast"
"Kellogg’s Cornflakes 500g","KSh 800.00","Breakfast"
"Kellogg’s Cornflakes 750g","KSh 1,340.00","Breakfast"
"Kericho gold jar 500g","KSh 430.00","Breakfast"
"Kericho gold loose 1kg","KSh 790.00","Breakfast"
"Kericho gold loose 250g","KSh 212.00","Breakfast"
"Kericho gold loose 500g","KSh 400.00","Breakfast"
"Kericho gold tea bags 100pcs","KSh 300.00","Breakfast"
"Kericho gold tea bags 50pcs","KSh 200.00","Breakfast"
"Maple Syrup 325ml","KSh 600.00","Breakfast"
"Melvins masala 250g","KSh 150.00","Breakfast"
"Melvins Tangawizi 250g","KSh 150.00","Breakfast"
"Melvins Tangawizi 500g","KSh 300.00","Breakfast"
"Milo 400g","KSh 950.00","Breakfast"
"Msafi bar soap 200g","KSh 50.00","Breakfast"
"Nasri Family porridge","KSh 500.00","Breakfast"
"Natural Honey","KSh 900.00","Breakfast"
"Nestle Cerelac","KSh 900.00","Breakfast"
"Nut gold peanut butter 500g","KSh 330.00","Breakfast"
"Nut gold peanut butter 800g","KSh 650.00","Breakfast"
"Nutella Chocolate 340g","KSh 700.00","Breakfast"
"Nutella Chocolate 750g","KSh 1,400.00","Breakfast"
"Pancake syrup 710ml","KSh 550.00","Breakfast"
"Plain Bread Crumbs","KSh 400.00","Breakfast"
"Prestige 1kg","KSh 320.00","Breakfast"
"Prestige 500g","KSh 250.00","Breakfast"
"Raha drinking chocolate 400g","KSh 450.00","Breakfast"
"Strawberry Syrup 624ml","KSh 400.00","Breakfast"
"Virginia honey 1kg","KSh 750.00","Breakfast"
"Virginia honey 500g","KSh 450.00","Breakfast"
"Weetabix 450g","KSh 400.00","Breakfast"
"Zesta jam 1kg","KSh 450.00","Breakfast"
"Zesta jam 500gms","KSh 300.00","Breakfast"
"Zesta peanut butter 400g","KSh 293.00","Breakfast"
"Zesta peanut butter 800g","KSh 520.00","Breakfast"
"Dettol antibacterial liquid hand wash 400ml","KSh 740.00","Detergents"
"Eripride scouring powder 1kg","KSh 150.00","Detergents"
"Eripride scouring powder 500G","KSh 80.00","Detergents"
"Eripride toilet cleaner 750ml","KSh 400.00","Detergents"
"Fasclean 5kg","KSh 1,700.00","Detergents"
"Gx bleach regular 500ml","KSh 150.00","Detergents"
"Gx bleach white 1l","KSh 250.00","Detergents"
"Gx bleach white 5l","KSh 800.00","Detergents"
"Gx colored bleach 1l","KSh 300.00","Detergents"
"Gx Dishwashing liquid 5L","KSh 700.00","Detergents"
"Gx Hand wash 500ml","KSh 150.00","Detergents"
"Gx multipurpose Liquid Detergent 5l","KSh 650.00","Detergents"
"Gx oven cleaner 500ml","KSh 300.00","Detergents"
"Gx scouring Powder 1Kg","KSh 150.00","Detergents"
"Gx scouring Powder 500g","KSh 80.00","Detergents"
"Gx stain Remover 750ml","KSh 400.00","Detergents"
"Gx tile cleaner 1l","KSh 300.00","Detergents"
"Gx Tile cleaner 5l","KSh 800.00","Detergents"
"Hobby liquid hand wash 500ml","KSh 170.00","Detergents"
"Jamaa bar soap 800g","KSh 180.00","Detergents"
"Jik Bleach Regular 5l","KSh 1,400.00","Detergents"
"Menengai bar soap 800g","KSh 170.00","Detergents"
"Morning fresh Dishwashing Paste combined super concentrate 800gMS","KSh 390.00","Detergents"
"Morning fresh liquid 750ml","KSh 350.00","Detergents"
"Morning fresh paste 400g","KSh 230.00","Detergents"
"Morning fresh paste 800g","KSh 380.00","Detergents"
"Msafi bar soap 700g","KSh 150.00","Detergents"
"Ngarisha Mesh Scrubber","KSh 100.00","Detergents"
"Persil liquid detergent 3l","KSh 2,380.00","Detergents"
"Persil machine wash detergent powder 750gms","KSh 400.00","Detergents"
"Persil synthetic detergent powder 400G","KSh 270.00","Detergents"
"Pride dishwashing paste 800gms","KSh 390.00","Detergents"
"Pride Multipurpose detergents 20l","KSh 3,200.00","Detergents"
"Pride Multipurpose detergents 5l","KSh 850.00","Detergents"
"Pride paste 800g","KSh 380.00","Detergents"
"Pride scouring Powder 500G","KSh 100.00","Detergents"
"Temmis Handwash 500ml","KSh 150.00","Detergents"
"Ultra clean sponge cloth","KSh 160.00","Detergents"
"White wash bar soap 200g","KSh 50.00","Detergents"
"Zelia Hand wash Liquid 500ml","KSh 150.00","Detergents"
"Ajab All purpose Flour 1kg*24pc","KSh 2,200.00","Foodstuff"
"Ajab All Purpose Flour 2kg","KSh 180.00","Foodstuff"
"Aptamil milk powder 0-6 month 800G","KSh 3,300.00","Foodstuff"
"Aptamil milk powder 12+ months 800G","KSh 3,300.00","Foodstuff"
"Aptamil milk powder 6-12 month 800G","KSh 3,300.00","Foodstuff"
"Axe chapati flour 2kg","KSh 190.00","Foodstuff"
"Axe chapati flour 2kg 12pc","KSh 2,200.00","Foodstuff"
"Bahari vegetable oil 10l","KSh 2,650.00","Foodstuff"
"Bahari vegetable oil 1l","KSh 330.00","Foodstuff"
"Bahari vegetable oil 5l","KSh 1,600.00","Foodstuff"
"Brookside milk powder 2.5kg","KSh 2,700.00","Foodstuff"
"Brookside milk powder 900g","KSh 1,250.00","Foodstuff"
"Daawat basmati Rice 5kg","KSh 1,600.00","Foodstuff"
"Elianto corn oil 10l","KSh 4,400.00","Foodstuff"
"Elianto Corn Oil 3l","KSh 1,550.00","Foodstuff"
"Elianto Corn Oil 5l","KSh 2,500.00","Foodstuff"
"Exe all purpose Flour 2kg","KSh 200.00","Foodstuff"
"Exe All purpose Flour 2kg*12pc","KSh 2,300.00","Foodstuff"
"Exe Atta Mark Wheat Flour 2kg","KSh 200.00","Foodstuff"
"Exe Atta Mark Wheat Flour 2kg 12pc","KSh 2,300.00","Foodstuff"
"Exe Self Raising Flour 2kg","KSh 190.00","Foodstuff"
"Exe Self Raising Flour 2kg 12pc","KSh 2,300.00","Foodstuff"
"Family Basmati Rice 10kg","KSh 2,600.00","Foodstuff"
"Family Basmati Rice 5Kg","KSh 1,300.00","Foodstuff"
"Fresh fry cooking oil 10l","KSh 2,650.00","Foodstuff"
"Fresh Fry cooking oil 1l","KSh 350.00","Foodstuff"
"Fresh fry cooking oil 2l","KSh 750.00","Foodstuff"
"Fresh Fry cooking oil 3l","KSh 900.00","Foodstuff"
"Golden fry cooking oil 3l","KSh 900.00","Foodstuff"
"Golden fry cooking oil 5l","KSh 1,600.00","Foodstuff"
"Green grams 1kg","KSh 190.00","Foodstuff"
"Green lentils kamande 1kg","KSh 450.00","Foodstuff"
"Hilwa powder milk 2.5kg","KSh 3,300.00","Foodstuff"
"Jogoo Maize meal 2kg*12pc","KSh 1,800.00","Foodstuff"
"Kabras sugar 1kg","KSh 165.00","Foodstuff"
"Kabras sugar 2kg","KSh 320.00","Foodstuff"
"Lato milk powder 2.5kg","KSh 2,800.00","Foodstuff"
"Mahmood Basmati rice 10kg","KSh 2,600.00","Foodstuff"
"Mahmood Basmati rice 25kg","KSh 6,200.00","Foodstuff"
"Mahmood Basmati rice 5kg","KSh 1,350.00","Foodstuff"
"Mandazi Wheat flour 2kg","KSh 190.00","Foodstuff"
"Mandazi Wheat flour 2kg 12pc","KSh 2,300.00","Foodstuff"
"NAN 1 Opti pro Baby Milk","N/A","Foodstuff"
"Nura Basmati rice 10kg","KSh 2,650.00","Foodstuff"
"Nura Basmati rice 1kg","KSh 280.00","Foodstuff"
"Nura Basmati Rice 25kg","KSh 6,200.00","Foodstuff"
"Nura Basmati rice 5kg","KSh 1,350.00","Foodstuff"
"Nura Powder milk 2.5kg","KSh 3,500.00","Foodstuff"
"Nyota Vegetable oil 10l","KSh 2,650.00","Foodstuff"
"Nyota Vegetable oil 20l","KSh 5,100.00","Foodstuff"
"Pearl Pishori Rice 5kg","KSh 1,500.00","Foodstuff"
"Pembe Wheat Flour 1kg","KSh 100.00","Foodstuff"
"Pembe Wheat Flour 1kg*24pc","KSh 2,100.00","Foodstuff"
"Pembe Wheat Flour 2kg","KSh 200.00","Foodstuff"
"Pembe Wheat Flour 2kg*12pc","KSh 2,100.00","Foodstuff"
"Pika Vegetable Cooking oil 10l","KSh 2,600.00","Foodstuff"
"Pika Vegetable Cooking oil 5l","KSh 1,300.00","Foodstuff"
"Postman Cooking oil 20l","KSh 5,100.00","Foodstuff"
"Raha Premium Ugali 2kg","KSh 220.00","Foodstuff"
"Raha Premium Ugali 2kg*12pc","KSh 2,400.00","Foodstuff"
"Rina 1L Vegetable Cooking Oil","KSh 350.00","Foodstuff"
"Rina 20L Vegetable Cooking Oil","KSh 5,700.00","Foodstuff"
"Rina Vegetable Cooking Oil 2l","KSh 680.00","Foodstuff"
"Rina Vegetable Cooking Oil 3l","KSh 1,000.00","Foodstuff"
"Rina Vegetable Cooking Oil 3l","KSh 1,700.00","Foodstuff"
"Rinsun Sunflower oil 3l","KSh 1,100.00","Foodstuff"
"Rinsun Sunflower Oil 5l","KSh 1,700.00","Foodstuff"
"Soko Ugali maize flour 1kg","KSh 80.00","Foodstuff"
"Soko Ugali maize flour 1kg*24pc","KSh 1,700.00","Foodstuff"
"Soko Ugali maize flour 2kg","KSh 150.00","Foodstuff"
"Soko Ugali Maize Flour 2kg*12pc","KSh 1,700.00","Foodstuff"
"Sunrice Basmati Rice 5kg","KSh 1,400.00","Foodstuff"
"Yellow beans 1kg","KSh 280.00","Foodstuff"
"Zahra rice 1kg","KSh 220.00","Foodstuff"
"Zahra rice 25kg","KSh 4,500.00","Foodstuff"
"AfriGas 13kg Gas Refill","KSh 2,800.00","Gas Cylinders"
"AfriGas 6kg Gas Refill","KSh 1,300.00","Gas Cylinders"
"Hashi 50kg Gas Refill","KSh 8,500.00","Gas Cylinders"
"Hashi 6kg Gas Refill","KSh 1,300.00","Gas Cylinders"
"Hass 50Kg Gas Refill","KSh 8,500.00","Gas Cylinders"
"Hass Composite Gas 13kg Gas Refill","KSh 2,800.00","Gas Cylinders"
"Hass Gas 13kg Gas Refill","KSh 2,800.00","Gas Cylinders"
"KGas 13kg Refill","KSh 2,800.00","Gas Cylinders"
"KGas 6kg Gas Refill","KSh 1,300.00","Gas Cylinders"
"Lake Gas 6kg Gas Refill","KSh 1,300.00","Gas Cylinders"
"Lakegas 13kg Gas Refill","KSh 2,800.00","Gas Cylinders"
"Progas 13kg Gas Refill","KSh 2,800.00","Gas Cylinders"
"ProGas 6kg Gas Refill","KSh 1,300.00","Gas Cylinders"
"Rosa pharm Moto sawa fuel gel 1l","KSh 320.00","Gas Cylinders"
"Rosa pharm Moto sawa fuel gel 500ml","KSh 200.00","Gas Cylinders"
"Safegas 13kg Gas Refill","KSh 2,800.00","Gas Cylinders"
"Total 50kg Gas Refill","KSh 8,500.00","Gas Cylinders"
"Total 6kg Gas Refill","KSh 1,300.00","Gas Cylinders"
"Totalgas 13kg Gas Refill","KSh 2,800.00","Gas Cylinders"
"Avocado","KSh 20.00","Grocery"
"Banana sack","KSh 100.00","Grocery"
"Carrots 1kg","KSh 100.00","Grocery"
"Carrots 5kg","KSh 500.00","Grocery"
"Garlic 1kg","KSh 500.00","Grocery"
"Mango","KSh 30.00","Grocery"
"Onion 10kg sack","KSh 2,000.00","Grocery"
"Onion 1kg","KSh 100.00","Grocery"
"Onion 20kg sack","KSh 4,000.00","Grocery"
"Onion 5kg sack","KSh 1,000.00","Grocery"
"Orange sack","KSh 500.00","Grocery"
"Pineapple","KSh 120.00","Grocery"
"Potatoes 10kg","KSh 1,000.00","Grocery"
"Potatoes 1kg","KSh 100.00","Grocery"
"Potatoes 20kg","KSh 2,000.00","Grocery"
"Potatoes 5kg","KSh 500.00","Grocery"
"Tomato 10kg sack","KSh 1,000.00","Grocery"
"Tomato 1kg","KSh 100.00","Grocery"
"Tomato 20kg sack","KSh 2,000.00","Grocery"
"Tomato 5kg","KSh 500.00","Grocery"
"Watermelon","KSh 300.00","Grocery"
"American classic mayonnaise 473ml","KSh 350.00","Sauces & Spices"
"American Garden Tomato Ketchup","KSh 400.00","Sauces & Spices"
"American Yellow mustard 227g","KSh 270.00","Sauces & Spices"
"Bread crumbs 500g","KSh 300.00","Sauces & Spices"
"Brookside ghee 1kg","KSh 1,100.00","Sauces & Spices"
"Brookside ghee 500g","KSh 650.00","Sauces & Spices"
"Dried Apricots","KSh 3,200.00","Sauces & Spices"
"Hazelnut Flavor Syrup","KSh 1,650.00","Sauces & Spices"
"Heinz ketchup 300g","KSh 350.00","Sauces & Spices"
"Heinz ketchup 570g","KSh 650.00","Sauces & Spices"
"Hilwa condensed milk 390g","KSh 280.00","Sauces & Spices"
"Hilwa tuna fish 180g","KSh 250.00","Sauces & Spices"
"Hilwa tuna fish 95g","KSh 170.00","Sauces & Spices"
"Kenylon Githeri 420g","KSh 200.00","Sauces & Spices"
"Kenylon tomato paste 900g","KSh 530.00","Sauces & Spices"
"Nureen baked beans 400g","KSh 150.00","Sauces & Spices"
"Nureengreen peas 400g","KSh 150.00","Sauces & Spices"
"Omaar tuna fish 180g","KSh 250.00","Sauces & Spices"
"Omaar tuna fish 95g","KSh 170.00","Sauces & Spices"
"Peptang tomato ketchup 700g","KSh 300.00","Sauces & Spices"
"Peptang tomato sauce 400g","KSh 150.00","Sauces & Spices"
"Peptang tomato sauce 700g","KSh 200.00","Sauces & Spices"
"Primo popcorn 285g","KSh 150.00","Sauces & Spices"
"Primo tomato paste sachet box","KSh 400.00","Sauces & Spices"
"Renzo chicken stock","KSh 280.00","Sauces & Spices"
"Renzo chicken stock 1kg","KSh 500.00","Sauces & Spices"
"Renzo food seasoning 500g","KSh 450.00","Sauces & Spices"
"Royco powder chicken/beef 250g","KSh 160.00","Sauces & Spices"
"Royco powder Chicken/beef 500g","KSh 260.00","Sauces & Spices"
"Soy sauce dark 623ml","KSh 380.00","Sauces & Spices"
"Top food Coriander","KSh 400.00","Sauces & Spices"
"Top Food Desiccated Coconut","N/A","Sauces & Spices"
"Top Food Spanish Paprika","KSh 550.00","Sauces & Spices"
"Top Food Turmeric Ground Spice","KSh 400.00","Sauces & Spices"
"Tropical Heat Beef masala 100g","KSh 150.00","Sauces & Spices"
"Tropical Heat Black pepper 100g","KSh 330.00","Sauces & Spices"
"Tropical Heat Cardamoms 100g","KSh 450.00","Sauces & Spices"
"Tropical Heat Cayenne Pepper 100g","KSh 180.00","Sauces & Spices"
"Tropical heat Chicken masala 100g","KSh 150.00","Sauces & Spices"
"Tropical Heat Chili Flakes 100g","KSh 150.00","Sauces & Spices"
"Tropical Heat Chilies 100g","KSh 150.00","Sauces & Spices"
"Tropical Heat Cinnamon 100g","KSh 230.00","Sauces & Spices"
"Tropical Heat Citric Acid 100g","KSh 150.00","Sauces & Spices"
"Tropical Heat Coriander 100g","KSh 200.00","Sauces & Spices"
"Tropical Heat Cumin 100g","KSh 350.00","Sauces & Spices"
"Tropical Heat Curry powder 100g","KSh 180.00","Sauces & Spices"
"Tropical Heat Dhana Jeera 100g","KSh 230.00","Sauces & Spices"
"Tropical Heat Fish masala 100g","KSh 150.00","Sauces & Spices"
"Tropical Heat Garam Masala 100g","KSh 280.00","Sauces & Spices"
"Tropical Heat Garlic Powder 100g","KSh 250.00","Sauces & Spices"
"Tropical Heat Ginger 100g","KSh 280.00","Sauces & Spices"
"Tropical Heat Meat Tenderizer 100g","KSh 220.00","Sauces & Spices"
"Tropical Heat Mixed spices 100g","KSh 230.00","Sauces & Spices"
"Tropical Heat Paprika 100g","KSh 200.00","Sauces & Spices"
"Tropical Heat Pilau masala 100g","KSh 330.00","Sauces & Spices"
"Tropical Heat Tea masala 100g","KSh 240.00","Sauces & Spices"
"Tropical Heat Turmeric 100g","KSh 170.00","Sauces & Spices"
"Tropical Heat White pepper 100g","KSh 400.00","Sauces & Spices"
"Virginia classic mayonnaise 946ml","KSh 600.00","Sauces & Spices"
"Virginia coconut milk 400ml","KSh 250.00","Sauces & Spices"
"Virginia Evaporated milk 400g","KSh 250.00","Sauces & Spices"
"Virginia mushroom 400g","KSh 230.00","Sauces & Spices"
"Virginia Oyster sauce 685g","KSh 380.00","Sauces & Spices"
"Virginia Oyster sauce 685ml","KSh 430.00","Sauces & Spices"
"Virginia pitted black olive 350g","KSh 330.00","Sauces & Spices"
"Virginia pitted green olives 350g","KSh 330.00","Sauces & Spices"
"Virginia Sesame oil 750ml","KSh 1,100.00","Sauces & Spices"
"Virginia sweet chilli 710g","KSh 450.00","Sauces & Spices"
"Whole Dil Pickles","KSh 350.00","Sauces & Spices"
"Yellow mustard 227g","KSh 270.00","Sauces & Spices"
"Zesta vinegar 5l","KSh 350.00","Sauces & Spices"
"Zesta Vinegar 700ml","KSh 100.00","Sauces & Spices"
"Monster energy drink 500ml","KSh 250.00","Beverages"
"Softcare Baby diapers Small 48pc","KSh 750.00","Beauty & Personal Care"
"Tropical Heat Cloves 100g","KSh 430.00","Sauces & Spices"
